Data_type,Size,Features,Task,Model,Hyperparameters,Accuracy,Carbon_Emissions_kg
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",99.00000095367432,0.052819192912682
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 5}",98.9400029182434,0.032338123626634
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 5}",98.83999824523926,0.025110865368131
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 10}",99.14000034332275,0.000316984624747
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 5}",98.32000136375429,0.027648825320253
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 10}",99.21000003814696,0.051091123366857
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 5}",99.04000163078308,0.029655007594481
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'epochs': 5}",98.50000143051147,0.020077444227417
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 10}",98.96000027656557,0.0821051470356629
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",98.54000210762024,0.039373385999164
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 5}",98.36999773979188,0.0255853332773529
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 5}",98.96000027656557,0.027664502583813
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 10}",99.2799997329712,0.062527934652589
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 10}",99.32000041007996,0.0001558628707566
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 5}",99.01999831199646,7.165684167969848e-05
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 10}",99.12999868392944,0.044339733029823
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 5}",99.01000261306764,0.0195700854423199
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 5}",99.19999837875366,0.0486400014754
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 10}",99.18000102043152,0.054958229786704
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'epochs': 10}",99.11999702453612,0.060746654783181
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 10}",98.9400029182434,0.034180949308739
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 5}",99.099999666214,0.026493370693027
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'epochs': 10}",99.12999868392944,0.062718612516159
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 10}",99.08999800682068,0.035112620184063
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",99.08999800682068,0.032496189973653
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 5}",98.8099992275238,0.041809820587541
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 5}",99.1699993610382,0.022775987632889
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 5}",99.08999800682068,0.0001277785361435
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 10}",99.26999807357788,0.0002741338136217
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 10}",99.1699993610382,0.0001339984866149
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 10}",98.9300012588501,0.055801242643811
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 5}",98.9799976348877,6.323889776286175e-05
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",98.84999990463255,0.050758959053827
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",98.9400029182434,0.017693855177908
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 10}",99.25000071525574,0.0001472304387931
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 10}",98.86000156402588,0.0748916277125879
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 5}",99.01999831199646,0.021786292608179
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 5}",99.22999739646912,0.000115407344733
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 10}",98.66999983787537,0.03847899543796
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 10}",99.19999837875366,0.0002010376217683
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 10}",99.14000034332275,0.0827906024428609
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 5}",98.51999878883362,0.031568725366536
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 10}",99.23999905586244,0.061851229628648
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",98.9400029182434,0.018433338287304
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 10}",99.21000003814696,0.0001917548293242
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 10}",99.08999800682068,0.068622831444415
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 10}",99.05999898910522,0.038903355657289
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'epochs': 5}",97.83999919891356,0.024857875025774
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 5}",99.05999898910522,0.0001017902093204
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 5}",99.00000095367432,8.622499583430973e-05
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 10}",99.14000034332275,0.039395270579513
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 10}",99.19000267982484,0.061212361915626
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 5}",98.35000038146973,0.022035035500088
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",99.11999702453612,7.436926089068767e-05
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 5}",99.15000200271606,9.222821597803512e-05
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 10}",99.18000102043152,0.044445462775168
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",98.69999885559082,0.04782474235227
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 10}",98.989999294281,0.034250812384927
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 5}",99.12999868392944,8.488498991968441e-05
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 5}",98.68000149726868,7.33741786548806e-05
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 10}",99.14000034332275,0.0581604580561299
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",99.2799997329712,0.046324209771255
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 5}",98.72999787330627,0.019310525030566
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",99.04000163078308,0.02627434689226
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 10}",98.97000193595886,0.0001306467096621
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",99.08999800682068,0.0241320692097799
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 10}",99.08000230789185,0.036580874165513
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 10}",99.21000003814696,0.040087234764801
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 5}",99.26000237464903,0.0001580037197735
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 10}",99.2900013923645,0.043478602958427
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",99.25000071525574,0.0415451735499389
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0005, 'epochs': 5}",99.11999702453612,8.259578966313617e-05
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 10}",99.22000169754028,0.035835435996204
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 10}",99.11999702453612,0.0002263604859696
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",98.76999855041504,0.0001523071999414
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.001, 'epochs': 5}",98.9799976348877,0.026436717274659
Image,60000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 10}",98.96000027656557,0.064535058081996
Image,70000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",98.83000254631042,0.091351055814711
Image,70000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 10}",99.21000003814696,0.000135676664646
Image,70000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 10}",99.22999739646912,0.0001936620982337
Image,70000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 10}",99.26999807357788,0.059590365694765
Image,70000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 64, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 5}",98.11999797821044,4.311684258269237e-05
Image,70000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 5}",99.14000034332275,9.280796982902764e-05
Image,70000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",99.22000169754028,0.049105679648471
Image,70000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 5}",98.6299991607666,5.332895250560369e-05
Image,70000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.001, 'epochs': 10}",99.1699993610382,7.697744079944949e-05
Image,70000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 10}",99.08999800682068,0.0002150832208156
Image,70000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 32, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 10}",99.099999666214,8.163712940973987e-05
Image,70000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 64, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 5}",98.86000156402588,4.2859768446939176e-05
Image,70000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.5, 'learning_rate': 0.0005, 'epochs': 10}",99.1699993610382,0.040093835438097
Image,70000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.0005, 'epochs': 5}",99.04000163078308,0.015400947178269
Image,70000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 64, 'dropout_rate': 0.3, 'learning_rate': 0.001, 'epochs': 5}",99.21000003814696,4.889263279629256e-05
Image,70000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 128, 'dense_units': 128, 'dropout_rate': 0.2, 'learning_rate': 0.0001, 'epochs': 5}",98.7600028514862,0.017598199765291
Image,70000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 256, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'epochs': 5}",98.68000149726868,0.012362131525081
Image,70000,28x28x1,Image Classification,CNN,"{'filters1': 16, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.3, 'learning_rate': 0.0001, 'epochs': 5}",98.29999804496764,4.0184770879669255e-05
Image,70000,28x28x1,Image Classification,CNN,"{'filters1': 64, 'filters2': 32, 'dense_units': 128, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",98.60000014305116,0.0230291068129179
Image,70000,28x28x1,Image Classification,CNN,"{'filters1': 32, 'filters2': 64, 'dense_units': 256, 'dropout_rate': 0.5, 'learning_rate': 0.0001, 'epochs': 10}",98.86000156402588,0.0001587544257315
